Date,Summary,Aircraft type,Operator,Passengers,Crew,Fatalities,Injuries,Survivors,Name,Year,Link,Location,Latitude,Longitude,Onboard,Death Rate,Injury Rate
"October 3, 1946 (1946-10-03)",Controlled flight into terrain (CFIT),Douglas C-54E-5-DO,American Overseas Airlines,31.0,8.0,39.0,,0.0,AOA Douglas C-54 Flagship New England,1946,https://en.wikipedia.org/wiki/1946_American_Overseas_Airlines_Douglas_DC-4_crash,"Stephenville, Newfoundland",48.6027444,-58.4638222,39.0,1.0,0.0
30 December 1946 - 12 January 1947,Severe weather,Martin PBM Mariner,United States Navy,,9.0,3.0,,6.0,1946 Antarctica PBM Mariner crash,1946,https://en.wikipedia.org/wiki/1946_Antarctica_PBM_Mariner_crash,Thurston Island,-72.16038555,-98.81546335822364,9.0,0.3333333333333333,0.0
10 March 1946,Crash into sea,Douglas DC-3,,21.0,4.0,25.0,,0.0,Seven-Mile Beach crash,1946,https://en.wikipedia.org/wiki/1946_Australian_National_Airways_DC-3_crash,Cambridge Aerodrome,-42.86,147.52,25.0,1.0,0.0
7 August 1946 (1946-08-07),Controlled flight into terrain,Douglas C-47A Skytrain,British European Airways,10.0,5.0,3.0,,12.0,British European Airways Flight 530,1946,https://en.wikipedia.org/wiki/British_European_Airways_Flight_530,Mistberget,60.3750146,11.1573333,15.0,0.2,0.0
18 November 1946,Weather related Controlled Flight Into Terrain,Douglas C-53D Skytrooper,United States Air Force (USAF),,,,,,Gauli Glacier C-53 Skytrooper crash,1946,https://en.wikipedia.org/wiki/1946_C-53_Skytrooper_crash_on_the_Gauli_Glacier,Gauli Glacier,73.3383333,-26.1516667,0.0,0.0,0.0
14 November 1946 (1946-11-14),"Poor weather, CFIT",Douglas C-47A Skytrain,KLM,21.0,5.0,26.0,,0.0,1946 KLM Douglas C-47 Amsterdam accident,1946,https://en.wikipedia.org/wiki/1946_KLM_Douglas_DC-3_Amsterdam_accident,Amsterdam Schiphol Airport,52.3086944,4.7614813,26.0,1.0,0.0
5 April 1946 (1946-04-05),"Crashed, possibly following crew incapacitation due to leakage of hydraulic fluid",Vickers Wellington,765 Naval Air Squadron,,4.0,20.0,,0.0,1946 Rabat Vickers Wellington crash,1946,https://en.wikipedia.org/wiki/1946_Rabat_Vickers_Wellington_crash,Rabat,35.880528,14.399944,4.0,5.0,0.0
"December 28, 1946 (1946-12-28)",CFIT due to an inaccurate altimeter caused by maintenance errors,Lockheed L-049 Constellation,Transcontinental & Western Air (TWA),14.0,9.0,9.0,,14.0,TWA Flight 6963,1946,https://en.wikipedia.org/wiki/TWA_Flight_6963,Shannon Airport,52.710833,-8.956111,23.0,0.391304347826087,0.0
29 July 1947,Shot down by fighter aircraft,Douglas C-47B Skytrain,,6.0,3.0,8.0,,1.0,1947 Yogyakarta Dakota accident,1947,https://en.wikipedia.org/wiki/1947_Yogyakarta_Dakota_accident,Bantul,-7.89825435,110.38555335898621,9.0,0.8888888888888888,0.0
"February 15, 1947 (1947-02-15)",CFIT due to pilot/navigation error,Douglas DC-4,Avianca,49.0,4.0,53.0,,0.0,1947 Avianca Douglas DC-4 crash,1947,https://en.wikipedia.org/wiki/1947_Avianca_Douglas_DC-4_crash,Bogotá,4.6529539,-74.0835643,53.0,1.0,0.0
11 January 1947,"Multiple issues – crew route inexperience, weather, crew resource management, crew rostering oversight, shortfall in airfield radio capacity, pilot error",Douglas C-47A,British Overseas Airways Corporation,11.0,5.0,8.0,8.0,8.0,1947 BOAC Douglas C-47 crash,1947,https://en.wikipedia.org/wiki/1947_BOAC_Douglas_C-47_crash,Stowting,51.1366867,1.0352791,16.0,0.5,0.5
2 August 1947,Controlled flight into terrain,Avro Lancastrian,British South American Airways,6.0,5.0,11.0,,0.0,BSAA Star Dust accident,1947,https://en.wikipedia.org/wiki/1947_BSAA_Avro_Lancastrian_Star_Dust_accident,Mount Tupungato,-33.37083,-69.76111,11.0,1.0,0.0
25 January 1947,Loss of control,,Spencer Airways,18.0,5.0,12.0,,13.0,1947 Croydon Dakota accident,1947,https://en.wikipedia.org/wiki/1947_Croydon_Dakota_accident,Croydon Airport,51.353,-0.117,23.0,0.5217391304347826,0.0
29 May 1947,Controlled flight into terrain,Douglas DC-3,Flugfélag Íslands,21.0,4.0,25.0,,0.0,1947 Héðinsfjörður air crash,1947,https://en.wikipedia.org/wiki/1947_H%C3%A9%C3%B0insfj%C3%B6r%C3%B0ur_air_crash,Héðinsfjörður,66.1514669,-18.76166629766389,25.0,1.0,0.0
"January 26, 1947 (1947-01-26)",Failure to properly prepare aircraft for flight,Douglas DC-3,KLM,16.0,6.0,22.0,0.0,0.0,1947 KLM Douglas DC-3 Copenhagen disaster,1947,https://en.wikipedia.org/wiki/1947_KLM_Douglas_DC-3_Copenhagen_disaster,Kastrup,55.61806,12.656250,22.0,1.0,0.0
27 December 1947,Loss of control due to instrument failure during night conditions,Douglas C-48C,Air India,19.0,4.0,23.0,,0.0,1947 Korangi Creek crash,1947,https://en.wikipedia.org/wiki/1947_Korangi_Creek_crash,Korangi Creek,24.7930413,67.137191,23.0,1.0,0.0
28 August 1947,Controlled flight into terrain,Shorts S.25 Sandringham 6,Det Norske Luftfartsselskap (DNL),28.0,7.0,35.0,0.0,0.0,Kvitbjørn disaster,1947,https://en.wikipedia.org/wiki/Kvitbj%C3%B8rn_disaster,Lødingsfjellet,,,35.0,1.0,0.0
"June 19, 1947 (1947-06-19)",Engine fire,Lockheed L-049 Constellation,Pan American World Airways,26.0,10.0,15.0,,21.0,Pan Am Flight 121,1947,https://en.wikipedia.org/wiki/Pan_Am_Flight_121,Syrian Desert,,,36.0,0.4166666666666667,0.0
12 October 1948 (1948-10-12),Unexplained disappearance,Ilyushin Il-12,Aeroflot,6.0,4.0,10.0,,0.0,1948 Aeroflot Ilyushin Il-12 crash,1948,https://en.wikipedia.org/wiki/1948_Aeroflot_Ilyushin_Il-12_crash,Yevlakh,40.6111615,47.1479948,10.0,1.0,0.0
1 July 1948,,Fiat G.212PW,Linee Aeree Italiane,7.0,5.0,8.0,,4.0,1948 Keerbergen Fiat G.212 airplane crash,1948,https://en.wikipedia.org/wiki/1948_Keerbergen_Fiat_G.212_airplane_crash,Keerbergen,51.0037524,4.6290719,12.0,0.6666666666666666,0.0
1 August 1948,"Ditching, cause unknown, possible fire on board",Latécoère 631,Air France,40.0,12.0,52.0,,0.0,Air France Flight 072,1948,https://en.wikipedia.org/wiki/Air_France_Flight_072,,,,52.0,1.0,0.0
3 November 1948,Descent too early in low cloud,Boeing RB-29A Superfortress,United States Air Force,2.0,11.0,13.0,,0.0,Bleaklow Bomber,1948,https://en.wikipedia.org/wiki/Bleaklow_Bomber,Glossop,53.4505,-1.8651,13.0,1.0,0.0
21 April 1948,Controlled flight into terrain (CFIT),Vickers 610 Viking 1B,British European Airways,16.0,4.0,0.0,13.0,20.0,British European Airways Flight S200P,1948,https://en.wikipedia.org/wiki/British_European_Airways_Flight_S200P,North Ayrshire,55.808778,-4.780862,20.0,0.0,0.65
30 January 1948,Disappearance,Avro 688 Tudor Mark IV,British South American Airways (BSAA),25.0,6.0,,,,BSAA Star Tiger disappearance,1948,https://en.wikipedia.org/wiki/BSAA_Star_Tiger_disappearance,,,,31.0,0.0,0.0
2 October 1948,Loss of control while landing,Short S.25 Sandringham 5,Det Norske Luftfartselskap (DNL),38.0,5.0,19.0,,26.0,Bukken Bruse disaster,1948,https://en.wikipedia.org/wiki/Bukken_Bruse_disaster,Hommelvik,63.4113975,10.795811,43.0,0.4418604651162791,0.0
5 April 1948,Mid-air collision,,British European Airways,10.0,4.0,15.0,,0.0,1948 Gatow air disaster,1948,https://en.wikipedia.org/wiki/1948_Gatow_air_disaster,RAF Gatow,52.474,13.138,14.0,1.0714285714285714,0.0
20 October 1948,Controlled flight into terrain,Lockheed L-049-46-25 Constellation,KLM,30.0,10.0,40.0,,0.0,1948 KLM Constellation air disaster,1948,https://en.wikipedia.org/wiki/1948_KLM_Constellation_air_disaster,Prestwick,55.5084,-4.5044,40.0,1.0,0.0
2 September 1948,CFIT,Douglas DC-3C-SIC3G,Australian National Airways,10.0,3.0,13.0,,0.0,1948 Australian National Airways DC-3 crash,1948,https://en.wikipedia.org/wiki/1948_Australian_National_Airways_DC-3_crash,Nundle,-31.511,150.933,13.0,1.0,0.0
16 July 1948[1],"Hijacking resulting in crash, robbery",Consolidated PBY-5A Catalina,Macau Air Transport Company(Cathay Pacific subsidiary),23.0,3.0,25.0,1.0,1.0,Miss Macao,1948,https://en.wikipedia.org/wiki/Miss_Macao,Pearl River Delta,22.305975,113.7629552,26.0,0.9615384615384616,0.038461538461538464
4 July 1948,Mid-air collision,,Scandinavian Airlines System,25.0,7.0,39.0,,0.0,1948 Northwood mid-air collision,1948,https://en.wikipedia.org/wiki/1948_Northwood_mid-air_collision,Northwood,51.60,-0.453,32.0,1.21875,0.0
15 April 1948,Controlled flight into terrain due to mechanical and/or electrical failure,Lockheed L-049-51-26 Constellation,Pan American World Airways,21.0,10.0,30.0,1.0,1.0,Pan Am Flight 1-10,1948,https://en.wikipedia.org/wiki/Pan_Am_Flight_1-10,"Shannon, Ireland",52.7160722,-8.898694,31.0,0.967741935483871,0.03225806451612903
12 May 1948 (1948-05-12),"Weather, flew into a tornado, loss of control",Douglas DC-4-1009,Sabena,25.0,7.0,31.0,1.0,1.0,1948 Sabena Douglas DC-4 crash,1948,https://en.wikipedia.org/wiki/1948_Sabena_Douglas_DC-4_crash,Libenge,3.76138465,18.96757168000161,32.0,0.96875,0.03125
7 December 1949 (1949-12-07),Controlled flight into terrain; Undetermined,Douglas DC-3,Arrow Air,6.0,3.0,9.0,,0.0,1949 Arrow Air DC-3 crash,1949,https://en.wikipedia.org/wiki/1949_Arrow_Air_DC-3_crash,"Benicia, California",38.125556,-122.147528,9.0,1.0,0.0
10 March 1949,Impact with the ground after takeoff,,,18.0,3.0,21.0,,0.0,,1949,https://en.wikipedia.org/wiki/1949_Queensland_Airlines_Lockheed_Lodestar_crash,Bilinga,-28.1638,153.5113,21.0,1.0,0.0
18 December 1949 (1949-12-18),Loss of control after an in-flight structural failure of the wing,Douglas DC-3,Sabena,4.0,4.0,8.0,0.0,0.0,1949 Sabena DC-3 Crash,1949,https://en.wikipedia.org/wiki/1949_Sabena_DC-3_Crash,Le Bourget Airport,48.95876575,2.438277228145928,8.0,1.0,0.0
28 October 1949,Controlled flight into terrain due to pilot error,Lockheed L-749-79-46 Constellation,Air France,37.0,11.0,48.0,,0.0,Air France Flight 009,1949,https://en.wikipedia.org/wiki/Air_France_Flight_009,Pico da Vara,37.8095422,-25.2112603,48.0,1.0,0.0
17 January 1949,Disappearance,Avro 688 Tudor Mark IV,British South American Airways (BSAA),13.0,7.0,20.0,0.0,0.0,BSAA Star Ariel disappearance,1949,https://en.wikipedia.org/wiki/BSAA_Star_Ariel_disappearance,,,,20.0,1.0,0.0
9 September 1949,In-flight bombing,Douglas DC-3,Canadian Pacific Air Lines,19.0,4.0,23.0,,0.0,Canadian Pacific Air Lines Flight 108,1949,https://en.wikipedia.org/wiki/Canadian_Pacific_Air_Lines_Flight_108,Cap Tourmente,47.0977484,-70.7545167,23.0,1.0,0.0
19 February 1949,Mid-air collision,,British European Airways,6.0,4.0,14.0,0.0,0.0,1949 Exhall mid-air collision,1949,https://en.wikipedia.org/wiki/1949_Exhall_mid-air_collision,Exhall,52.468,-1.511,10.0,1.4,0.0
20 November 1949,"CFIT, as heavy fog obscured a mountain in the airplane's path",Douglas DC-3 (C-47A-25-DK),Aero Holland,31.0,4.0,34.0,1.0,1.0,Hurum air disaster,1949,https://en.wikipedia.org/wiki/Hurum_air_disaster,Hurum,59.6200447,10.5724422,35.0,0.9714285714285714,0.02857142857142857
2 July 1949,Loss of control after takeoff,Douglas DC-3,,14.0,4.0,18.0,,0.0,MMA DC-3 crash,1949,https://en.wikipedia.org/wiki/1949_MacRobertson_Miller_Aviation_DC-3_crash,Perth,-31.9216,115.9710,18.0,1.0,0.0
19 August 1949,Controlled flight into terrain caused by navigational and pilot errors.,Douglas DC-3,British European Airways,29.0,3.0,24.0,8.0,8.0,1949 Manchester BEA Douglas DC-3 accident,1949,https://en.wikipedia.org/wiki/1949_Manchester_BEA_Douglas_DC-3_accident,Saddleworth Moor,53.5484435,-1.9603966,32.0,0.75,0.25
4 May 1949,Controlled flight into terrain due to low visibility,Fiat G.212 CP,Avio Linee Italiane,27.0,4.0,31.0,,0.0,Superga air disaster,1949,https://en.wikipedia.org/wiki/Superga_air_disaster,Superga Hill,,,31.0,1.0,0.0
12 June 1950,,Douglas DC-4-1009,Air France,44.0,8.0,46.0,,6.0,1950 Air France Douglas DC-4 crash (F-BBDE),1950,https://en.wikipedia.org/wiki/1950_Air_France_multiple_Douglas_DC-4_accidents,Bahrain International Airport,26.2697012,50.632907147264675,52.0,0.8846153846153846,0.0
3 November 1950 (1950-11-03),Controlled flight into terrain (CFIT) in poor weather,Lockheed L-749A Constellation,Air India,40.0,8.0,48.0,,0.0,Air India Flight 245,1950,https://en.wikipedia.org/wiki/Air_India_Flight_245,Mont Blanc,45.8327056,6.8651706,48.0,1.0,0.0
26 June 1950,Multiple engine failure,Douglas DC-4,Australian National Airways,24.0,5.0,29.0,,0.0,Douglas DC-4 Amana crash,1950,https://en.wikipedia.org/wiki/1950_Australian_National_Airways_Douglas_DC-4_crash,"York, Western Australia",-31.821,116.581,29.0,1.0,0.0
13-14 February 1950,Engine failure,Convair B-36B,United States Air Force,1.0,16.0,5.0,,12.0,1950 British Columbia B-36 crash,1950,https://en.wikipedia.org/wiki/1950_British_Columbia_B-36_crash,Mount Kologet,56.0243361,-128.6199750,17.0,0.29411764705882354,0.0
26 January 1950,Disappearance,Douglas C-54 Skymaster,United States Air Force,36.0,8.0,44.0,,0.0,1950 Douglas C-54D-1-DC disappearance,1950,https://en.wikipedia.org/wiki/1950_Douglas_C-54D_disappearance,Yukon,63.000147,-136.002502,44.0,1.0,0.0
31 October 1950,Crash during attempted landing in thick fog,Vickers VC.1 Viking,British European Airways,26.0,4.0,28.0,2.0,2.0,1950 Heathrow BEA Vickers Viking crash,1950,https://en.wikipedia.org/wiki/1950_Heathrow_BEA_Vickers_Viking_crash,,,,30.0,0.9333333333333333,0.06666666666666667
14 September 1950,Air crash,Douglas C-54 Skymaster,Loftleiðir,,6.0,0.0,6.0,,1950 Geysir air crash,1950,https://en.wikipedia.org/wiki/1950_Geysir_air_crash,Bárðarbunga,64.6410477,-17.5277393,6.0,0.0,1.0
12 March 1950,Stalled due to improper aircraft loading,Avro 689 Tudor V,Airflight operating as Fairflight[1],78.0,5.0,80.0,3.0,3.0,Llandow Air Disaster,1950,https://en.wikipedia.org/wiki/Llandow_air_disaster,Sigingstone,51.43445,-3.47739,83.0,0.963855421686747,0.03614457831325301
30 December 1950,Beach air crash,CAC Wirraway,Royal Australian Air Force,0.0,2.0,3.0,14.0,2.0,Maroochy air crash,1950,https://en.wikipedia.org/wiki/Maroochy_air_crash,Maroochydore,-26.6556523,153.0946684,2.0,1.5,7.0
"November 10, 1950 (1950-11-10)",,Boeing B-50 Superfortress,United States Air Force,,,0.0,0.0,,1950 Rivière-du-Loup B-50 nuclear weapon loss incident,1950,https://en.wikipedia.org/wiki/1950_Rivi%C3%A8re-du-Loup_B-50_nuclear_weapon_loss_incident,Rivière-du-Loup,47.93500,-69.42083,0.0,0.0,0.0
5 January 1950,Landing failure,Lisunov Li-2 (license-built DC-3),Soviet Air Force transport,13.0,6.0,19.0,0.0,0.0,1950 Sverdlovsk plane crash,1950,https://en.wikipedia.org/wiki/1950_Sverdlovsk_plane_crash,Koltsovo Airport,56.7519708,60.8089497,19.0,1.0,0.0
13 November 1950,CFIT,Douglas C-54B-1-DC,Curtiss-Reid Flying Service,51.0,7.0,58.0,0.0,0.0,Tete de I'Obiou accident,1950,https://en.wikipedia.org/wiki/1950_T%C3%AAte_de_l%27Obiou_C-54_crash,Grenoble,44.77528,5.83944,58.0,1.0,0.0
"August 31, 1950 (1950-08-31)",Forced landing due to catastrophic engine failure and fire,Lockheed L-749A Constellation,Trans World Airlines,48.0,7.0,55.0,,0.0,TWA Flight 903,1950,https://en.wikipedia.org/wiki/TWA_Flight_903,Itay El Barud,30.583,30.333,55.0,1.0,0.0
15 November 1951,"Engine failure, loss of control",Lisunov Li-2,LOT Polish Airlines,15.0,3.0,18.0,0.0,0.0,Tuszyn air disaster,1951,https://en.wikipedia.org/wiki/1951_LOT_Li-2_Tuszyn_air_disaster,Tuszyn,51.58028,19.50667,18.0,1.0,0.0
22 December 1951 (1951-12-22),Weather,SNCASE Languedoc,Misrair,15.0,5.0,20.0,,0.0,1951 Misrair SNCASE Languedoc crash,1951,https://en.wikipedia.org/wiki/1951_Misrair_SNCASE_Languedoc_crash,Tehran,35.6892523,51.3896004,20.0,1.0,0.0
16 March 1961 (1961-03-16),Engine failure,Tupolev Tu-104B,Aeroflot,41.0,10.0,7.0,31.0,46.0,Aeroflot Flight 068,1951,https://en.wikipedia.org/wiki/Aeroflot_Flight_068,,,,51.0,0.13725490196078433,0.6078431372549019
"March 23, 1951",Controlled ditching due to in-flight fire; unexplained disappearance,Douglas C-124A Globemaster II,United States Air Force,44.0,9.0,53.0,,0.0,1951 Atlantic C-124 disappearance,1951,https://en.wikipedia.org/wiki/1951_Atlantic_C-124_disappearance,Atlantic Ocean,26.0745309,-97.160961,53.0,1.0,0.0
"July 21, 1951 (1951-07-21)","Disappeared, possibly due to icing conditions",Douglas DC-4 (former C-54A/R5D-1),Canadian Pacific Air Lines,31.0,6.0,37.0,0.0,0.0,Canadian Pacific Air Lines Flight 3505,1951,https://en.wikipedia.org/wiki/Canadian_Pacific_Air_Lines_Flight_3505,,,,37.0,1.0,0.0
31 January 1951,Air crash,Douglas DC-3,Flugfélag Íslands,17.0,3.0,20.0,,,1951 Glitfaxi air crash,1951,https://en.wikipedia.org/wiki/1951_Glitfaxi_air_crash,Faxaflói,64.43246024999999,-22.775710316439334,20.0,1.0,0.0
"June 22, 1951 (1951-06-22)",Controlled flight into terrain,Lockheed L-049 Constellation,Pan Am World Airways,31.0,9.0,40.0,0.0,0.0,Pan Am Flight 151,1951,https://en.wikipedia.org/wiki/Pan_Am_Flight_151,Sanoyie,6.975746,-9.9825246,40.0,1.0,0.0
27 March 1951,Icing leading to mechanical failure,Douglas Dakota 3,Air Transport Charter[1],0.0,3.0,2.0,1.0,1.0,1951 Ringway Dakota accident,1951,https://en.wikipedia.org/wiki/1951_Ringway_Dakota_crash,Ringway Airport,53.363,-2.262,3.0,0.6666666666666666,0.3333333333333333
6 December 1952,Lost control and crashed after takeoff; cause undetermined,Douglas DC-4,Cubana de Aviación,33.0,8.0,37.0,4.0,4.0,1952 Bermuda air crash,1952,https://en.wikipedia.org/wiki/1952_Bermuda_air_crash,Bermuda,32.2937417,-64.7815286,41.0,0.9024390243902439,0.0975609756097561
26 October 1952,Pilot error (officially),de Havilland DH-106 Comet 1,British Overseas Airways Corporation,35.0,8.0,0.0,,43.0,BOAC Flight 115,1952,https://en.wikipedia.org/wiki/BOAC_Flight_115,Rome Ciampino airport,41.79954695,12.591271133206927,43.0,0.0,0.0
13 June 1952,Shot down,DC-3A-360 Skytrain,Swedish Air Force,0.0,8.0,8.0,,0.0,Flight 27[1],1952,https://en.wikipedia.org/wiki/Catalina_affair,Gotska Sandön,58.39194,20.29111,8.0,1.0,0.0
6 September 1952,In-flight breakup due to structural failure,de Havilland DH.110,de Havilland,,2.0,31.0,60.0,0.0,Farnborough Airshow DH.110 crash,1952,https://en.wikipedia.org/wiki/1952_Farnborough_Airshow_crash,Farnborough Airport,51.27583,-0.77639,2.0,15.5,30.0
9 April 1952 (1952-04-09),CFIT for reasons unknown,Martin 2-0-2,Japan Air Lines,33.0,4.0,37.0,0.0,0.0,Japan Air Lines Flight 301,1952,https://en.wikipedia.org/wiki/Japan_Air_Lines_Flight_301,Mount Mihara,,,37.0,1.0,0.0
"March 22, 1952 (1952-03-22)",Undetermined,Douglas DC-6,KLM Royal Dutch Airlines,37.0,10.0,45.0,,2.0,KLM Flight 592,1952,https://en.wikipedia.org/wiki/KLM_Flight_592,,,,47.0,0.9574468085106383,0.0
30 December 1952 (1952-12-30),Engine failure,Avro Lancaster ASR.III,No. 37 Squadron RAF,,4.0,4.0,3.0,1.0,1952 Luqa Avro Lancaster crash,1952,https://en.wikipedia.org/wiki/1952_Luqa_Avro_Lancaster_crash,Luqa,35.858472,14.489417,4.0,1.0,0.75
"April 29, 1952 (1952-04-29)","Engine separation, in-flight breakup",Boeing 377Stratocruiser 10-26,Pan American World Airways,41.0,9.0,50.0,,0.0,Pan American World AirwaysFlight 202,1952,https://en.wikipedia.org/wiki/Pan_Am_Flight_202,Brazil,-9.7519750,-50.7842028,50.0,1.0,0.0
"April 11, 1952 (1952-04-11)","Dual engine failure, forced ditching",Douglas DC-4,Pan American World Airways,64.0,5.0,52.0,,17.0,Pan Am Flight 526A,1952,https://en.wikipedia.org/wiki/Pan_Am_Flight_526A,San Juan-Isla Grande Airport,18.4564326,-66.100336566256,69.0,0.7536231884057971,0.0
"March 3, 1952 (1952-03-03)","Jammed controls, design error",SNCASE SE.161/P7 Languedoc,Air France,34.0,4.0,38.0,,0.0,1952 Air France SNCASE Languedoc crash,1952,https://en.wikipedia.org/wiki/1952_Air_France_SNCASE_Languedoc_crash,Nice-le Var Airport,43.66667,7.20778,38.0,1.0,0.0
"August 12, 1952 (1952-08-12)",In-flight fire,Douglas C-47A,Transportes Aéreos Nacional,20.0,4.0,24.0,,0.0,1952 Palmeiras de Goias Transportes Aéreos Nacional Douglas C-47 crash,1952,https://en.wikipedia.org/wiki/1952_Palmeiras_de_Goias_Transportes_A%C3%A9reos_Nacional_Douglas_C-47_crash,Palmeiras de Goias,-16.8102393,-49.9234165,24.0,1.0,0.0
12 March 1953,,,,,,,,,,1953,https://en.wikipedia.org/wiki/1953_Avro_Lincoln_shootdown_incident,,,,0.0,0.0,0.0
14 October 1953 (1953-10-14),"Loss of engine power on takeoff, loss of control",Convair CV-240-12,Sabena,40.0,4.0,44.0,0.0,0.0,1953 Sabena Convair CV-240 crash,1953,https://en.wikipedia.org/wiki/1953_Sabena_Convair_CV-240_crash,Frankfurt,50.1106444,8.6820917,44.0,1.0,0.0
3 August 1953 (1953-08-03),"Engine detachment, ditching",Lockheed L-749A Constellation,Air France,34.0,8.0,4.0,,38.0,Air France Flight 152,1953,https://en.wikipedia.org/wiki/Air_France_Flight_152,,36.6,29.0,42.0,0.09523809523809523,0.0
1 September 1953,"Unexplained navigation error, CFIT",Lockheed L-749A Constellation,Air France,33.0,9.0,42.0,0.0,0.0,Air France Flight 178,1953,https://en.wikipedia.org/wiki/Air_France_Flight_178,Mont Le Cimet,44.2908583,6.6989000,42.0,1.0,0.0
7 January 1953 (1953-01-07),Uncontrolled flight into terrain,Curtiss C-46F Commando,Associated Air Transport,37.0,3.0,40.0,,0.0,Associated Air Transport Trip 1-6-6A,1953,https://en.wikipedia.org/wiki/Associated_Air_Transport_Trip_1-6-6A,"Fish Haven, Idaho",42.0368759,-111.3963177,40.0,1.0,0.0
29 October 1953,Controlled flight into terrain,DC-6,British Commonwealth Pacific Airlines,11.0,8.0,19.0,0.0,0.0,BCPA Flight 304,1953,https://en.wikipedia.org/wiki/BCPA_Flight_304,San Mateo County,37.405701,-122.325119,19.0,1.0,0.0
